Faturamento
Cliente: 10000227 - Alan Castro Gabriel | Valor Pago: R$51,80
Cliente: 10235803 - Davidson Castro Bicalho | Valor Pago: R$49,00
Cliente: 10236089 - Eduardo Castro Berger | Valor Pago: R$16,00
Cliente: 10236122 - Ruver Castro Pacheco | Valor Pago: R$0,00
Cliente: 10236272 - Bruna Castro Jardim | Valor Pago: R$26,00
Cliente: 10236462 - Ruver Castro Velit | Valor Pago: R$5,00
Cliente: 10236702 - Bruno Castro Araujo | Valor Pago: R$34,00
Cliente: 10236745 - Gustavo Castro Gon??alves | Valor Pago: R$10,00
Cliente: 10236784 - Samuel Castro Carvalho | Valor Pago: R$10,00
Cliente: 10236893 - Bruno Castro Batista | Valor Pago: R$35,00
Cliente: 10236996 - Victor Castro Menezes | Valor Pago: R$10,00
Cliente: 10237038 - Mariana Castro Gon??alves | Valor Pago: R$37,00
Cliente: 10237133 - Vitor Castro Costa | Valor Pago: R$0,00
Cliente: 10237173 - Luiz Castro Dias | Valor Pago: R$58,00
Cliente: 10237210 - Ian Castro Ceolin | Valor Pago: R$10,00
Cliente: 10237374 - Bruno Castro Abreu | Valor Pago: R$21,00
Cliente: 10237653 - Thales Castro Freitas | Valor Pago: R$21,00
Cliente: 10237867 - Arthur Castro Araujo | Valor Pago: R$0,00
Cliente: 10237971 - Samuel Castro Duarte | Valor Pago: R$10,00
Cliente: 10238003 - Samuel Castro Mattos | Valor Pago: R$82,00
Cliente: 10238084 - Nicole Castro Leite | Valor Pago: R$7,40
Cliente: 10238181 - Amanda Castro Santos | Valor Pago: R$25,90
Cliente: 10238226 - Davi Castro Dias | Valor Pago: R$22,20
Cliente: 10238301 - Mariana Castro Caldeira | Valor Pago: R$10,00
Cliente: 10238472 - Guilherme Castro Rodrigues | Valor Pago: R$11,10
Cliente: 10238532 - Charles Castro Sathler | Valor Pago: R$10,00
Cliente: 10238680 - Nicole Castro Magalh??es | Valor Pago: R$15,00
Cliente: 10238949 - Vitor Castro Benicio | Valor Pago: R$49,00
Cliente: 10239012 - Hebert Castro Torres | Valor Pago: R$10,00
Cliente: 10239118 - Nicky Castro Pacheco | Valor Pago: R$56,00
Cliente: 10239194 - Renan Castro Almeida | Valor Pago: R$10,00
Cliente: 10239325 - Victor Castro Costa | Valor Pago: R$5,00
Cliente: 10239468 - Igor Castro Bicalho | Valor Pago: R$66,00
Cliente: 10239638 - Augusto Castro Ferreira | Valor Pago: R$10,00
Cliente: 10239726 - Nicky Castro Souza | Valor Pago: R$25,90
Cliente: 10239744 - Victor Castro de Paula | Valor Pago: R$42,00
Cliente: 10239930 - Nicky Castro Freitas | Valor Pago: R$10,00
Cliente: 10239996 - Samuel Castro Araujo | Valor Pago: R$7,40
Cliente: 10240086 - Vitor Castro Leite | Valor Pago: R$66,00
Cliente: 10240148 - Stephanie Castro Jardim | Valor Pago: R$14,80
Cliente: 10240183 - Alan Castro Araujo | Valor Pago: R$0,00
Cliente: 10240335 - Leonardo Castro Berger | Valor Pago: R$7,40
Cliente: 10240402 - Samuel Castro Abreu | Valor Pago: R$21,00
Cliente: 10240527 - Nicky Castro Abreu | Valor Pago: R$98,00
Cliente: 10240683 - Matheus Castro Dias | Valor Pago: R$35,00
Cliente: 10240777 - Vitor Castro Bertolini | Valor Pago: R$28,00
Cliente: 10241032 - Guilherme Castro Carvalho | Valor Pago: R$48,00
Cliente: 10241087 - Matheus Castro Menezes | Valor Pago: R$48,00
Cliente: 10241205 - Samuel Castro Velit | Valor Pago: R$64,00
Cliente: 10241466 - Gustavo Castro Mattos | Valor Pago: R$10,00
Cliente: 10241677 - Matheus Castro Duarte | Valor Pago: R$80,00
Cliente: 10241784 - Felipe Castro Costa | Valor Pago: R$74,00
Cliente: 10241831 - Augusto Castro Massula | Valor Pago: R$10,00
Cliente: 10242091 - Guilherme Castro Gon??alves | Valor Pago: R$15,00
Cliente: 10242186 - Sinara Castro Nunes | Valor Pago: R$0,00
Cliente: 10242292 - Vitor Castro Mattos | Valor Pago: R$7,40
Cliente: 10242315 - Filipe Castro Velit | Valor Pago: R$10,00
Cliente: 10242544 - Sinara Castro Berger | Valor Pago: R$14,80
Cliente: 10242696 - Thales Castro Pacheco | Valor Pago: R$10,00
Cliente: 10242804 - Victor Castro Baeta | Valor Pago: R$18,50
Cliente: 10242863 - Sinara Castro Almeida | Valor Pago: R$28,00
Cliente: 10243123 - Leonardo Castro Gabriel | Valor Pago: R$10,00
Cliente: 10243392 - Stephanie Castro Torres | Valor Pago: R$63,00
Cliente: 10243615 - Gustavo Castro Fonseca | Valor Pago: R$10,00
Cliente: 10243665 - Sinara Castro Bicalho | Valor Pago: R$16,00
Cliente: 10243927 - Sinara Castro Magalh??es | Valor Pago: R$10,00
Cliente: 10244116 - Hebert Castro Ceolin | Valor Pago: R$50,00
Cliente: 10244331 - Sinara Castro Bertolini | Valor Pago: R$10,00
Cliente: 10244572 - Yuske Castro Abreu | Valor Pago: R$88,00
Cliente: 10244609 - Sinara Castro Borges | Valor Pago: R$48,00
Cliente: 10244877 - Cleber Castro Santos | Valor Pago: R$10,00
Cliente: 10245108 - Davi Castro Velit | Valor Pago: R$10,00
Cliente: 10245250 - Sinara Castro Menezes | Valor Pago: R$21,00
Cliente: 10245310 - Hebert Castro Duarte | Valor Pago: R$10,00
Cliente: 10245597 - Stephanie Castro Nunes | Valor Pago: R$10,00
Cliente: 10245816 - Stephanie Castro Baeta | Valor Pago: R$72,00
Cliente: 10245863 - Cleber Castro Berger | Valor Pago: R$0,00
Cliente: 10246072 - Eduardo Castro de Paula | Valor Pago: R$10,00
Cliente: 10246280 - Sinara Castro Lourdes | Valor Pago: R$24,00
Cliente: 10246375 - Sinara Castro de Paula | Valor Pago: R$10,00
Cliente: 10246469 - Sinara Castro Araujo | Valor Pago: R$20,00
Cliente: 10246580 - Mariana Castro Castro | Valor Pago: R$32,00
Cliente: 10246748 - ??talo Castro Lourdes | Valor Pago: R$20,00
Cliente: 10246839 - Nicky Castro Camargos | Valor Pago: R$0,00
Cliente: 10247023 - Gabriel Castro Leite | Valor Pago: R$10,00
Cliente: 10247282 - Hebert Castro Camargos | Valor Pago: R$10,00
Cliente: 10247383 - Felipe Castro Souza | Valor Pago: R$10,00
Cliente: 10247555 - Felipe Castro Fonseca | Valor Pago: R$32,00
Cliente: 10247648 - Filipe Castro Pacheco | Valor Pago: R$20,00
Cliente: 10247920 - Luiz Castro Mattos | Valor Pago: R$5,00
Cliente: 10248205 - Pedro Castro Gon??alves | Valor Pago: R$50,00
Cliente: 10248451 - Igor Castro Rodrigues | Valor Pago: R$22,20
Cliente: 10248654 - Lucas Castro Caldeira | Valor Pago: R$40,00
Cliente: 10248925 - Lucas Castro Ferreira | Valor Pago: R$10,00
Cliente: 10248945 - Lu??s Castro Dias | Valor Pago: R$82,00
Cliente: 10249009 - Alan Castro Lourdes | Valor Pago: R$49,00
Cliente: 10249181 - Vitor Castro Caldeira | Valor Pago: R$56,00
Cliente: 10249315 - Charles Castro Caldeira | Valor Pago: R$20,00
Cliente: 10249408 - Ronald Castro Ferreira | Valor Pago: R$25,90
Cliente: 10249592 - Gustavo Castro Ferreira | Valor Pago: R$10,00
Cliente: 10249787 - Stephanie Castro Berger | Valor Pago: R$0,00
Cliente: 10249845 - Matheus Castro Camargos | Valor Pago: R$10,00
Cliente: 10249949 - Ronald Castro Abreu | Valor Pago: R$37,00
Cliente: 10250048 - Nicky Castro Nunes | Valor Pago: R$58,00
Cliente: 10250330 - Victor Castro Mattos | Valor Pago: R$18,50
Cliente: 10250600 - Stephanie Castro Pacheco | Valor Pago: R$16,00
Cliente: 10250854 - Vitor Castro Menezes | Valor Pago: R$63,00
Cliente: 10251131 - Stephanie Castro Bicalho | Valor Pago: R$18,00
Cliente: 10251394 - Ruver Castro Ceolin | Valor Pago: R$15,00
Cliente: 10251560 - Davi Castro Camargos | Valor Pago: R$10,00
Cliente: 10251636 - Samuel Castro Torres | Valor Pago: R$18,50
Cliente: 10251739 - Leonardo Castro Mattos | Valor Pago: R$63,00
Cliente: 10251777 - Stephanie Castro Borges | Valor Pago: R$24,00
Cliente: 10251852 - Davidson Castro Magalh??es | Valor Pago: R$24,00
Cliente: 10251883 - Cleber Castro Bicalho | Valor Pago: R$10,00
Cliente: 10252121 - Guilherme Castro Gabriel | Valor Pago: R$35,00
Cliente: 10252231 - Stephanie Castro Caldeira | Valor Pago: R$74,00
Cliente: 10252427 - Sinara Castro Santos | Valor Pago: R$21,00
Cliente: 10252483 - Helo??sa Castro Borges | Valor Pago: R$16,00
Cliente: 10252564 - Augusto Castro Ceolin | Valor Pago: R$7,00
Cliente: 10252742 - Stephanie Castro Leite | Valor Pago: R$21,00
Cliente: 10252776 - Stephanie Castro Mattos | Valor Pago: R$24,00
Cliente: 10252916 - Felipe Castro Castro | Valor Pago: R$10,00
Cliente: 10253175 - Joao Castro Gabriel | Valor Pago: R$18,50
Cliente: 10253216 - Bruna Castro Costa | Valor Pago: R$90,00
Cliente: 10253256 - Bruna Castro Castilho | Valor Pago: R$35,00
Cliente: 10253301 - Stephanie Castro Gon??alves | Valor Pago: R$50,00
Cliente: 10253461 - ??talo Castro Araujo | Valor Pago: R$63,00
Cliente: 10253518 - Davidson Castro Ceolin | Valor Pago: R$5,00
Cliente: 10253758 - Lucas Castro Souza | Valor Pago: R$15,00
Cliente: 10253822 - Nicole Castro Konig | Valor Pago: R$10,00
Cliente: 10254025 - Lucas Castro Araujo | Valor Pago: R$10,00
Cliente: 10254159 - Matheus Castro Jardim | Valor Pago: R$7,00
Cliente: 10254201 - Ian Castro Baeta | Valor Pago: R$14,00
Cliente: 10254391 - Bruna Castro Duarte | Valor Pago: R$56,00
Cliente: 10254445 - Filipe Castro Baeta | Valor Pago: R$24,00
Cliente: 10254469 - Augusto Castro Camargos | Valor Pago: R$14,00
Cliente: 10254556 - Sinara Castro Gabriel | Valor Pago: R$51,80
Cliente: 10254654 - Amanda Castro Gon??alves | Valor Pago: R$10,00
Cliente: 10254858 - Joao Castro Sathler | Valor Pago: R$63,00
Cliente: 10254880 - Ronald Castro Lourdes | Valor Pago: R$28,00
Cliente: 10254994 - Davi Castro Massula | Valor Pago: R$24,00
Cliente: 10255193 - Rafael Castro Santos | Valor Pago: R$72,00
Cliente: 10255410 - Bruna Castro Castro | Valor Pago: R$10,00
Cliente: 10255624 - Hebert Castro Rodrigues | Valor Pago: R$5,00
Cliente: 10255824 - Alan Castro Costa | Valor Pago: R$72,00
Cliente: 10256049 - Amanda Castro Abreu | Valor Pago: R$10,00
Cliente: 10256195 - Felipe Castro Duarte | Valor Pago: R$10,00
Cliente: 10256453 - Sinara Castro Rodrigues | Valor Pago: R$7,40
Cliente: 10256524 - Davi Castro Batista | Valor Pago: R$10,00
Cliente: 10256768 - Ronald Castro Nunes | Valor Pago: R$5,00
Cliente: 10257033 - Thales Castro Magalh??es | Valor Pago: R$22,20
Cliente: 10257129 - Leonardo Castro Lanna | Valor Pago: R$18,50
Cliente: 10257158 - Eduardo Castro Gon??alves | Valor Pago: R$10,00
Cliente: 10257181 - Lu??s Castro Ferreira | Valor Pago: R$33,30
Cliente: 10257359 - Pedro Castro Nunes | Valor Pago: R$0,00
Cliente: 10257566 - Amanda Castro Batista | Valor Pago: R$56,00
Cliente: 10257700 - Filipe Castro Mattos | Valor Pago: R$5,00
Cliente: 10257776 - Lu??s Castro Borges | Valor Pago: R$35,00
Cliente: 10258036 - Amanda Castro Almeida | Valor Pago: R$14,00
Cliente: 10258278 - Lu??s Castro Fernandes | Valor Pago: R$10,00
Cliente: 10258389 - Augusto Castro Lanna | Valor Pago: R$32,00
Cliente: 10258626 - ??talo Castro Fonseca | Valor Pago: R$16,00
Cliente: 10258667 - Victor Castro Bertolini | Valor Pago: R$40,00
Cliente: 10258786 - Hebert Castro Menezes | Valor Pago: R$25,90
Cliente: 10258949 - Arthur Castro Borges | Valor Pago: R$25,90
Cliente: 10259208 - Nicky Castro Bertolini | Valor Pago: R$10,00
Cliente: 10259494 - Helo??sa Castro Rodrigues | Valor Pago: R$49,00
Cliente: 10259669 - Arthur Castro de Paula | Valor Pago: R$5,00
Cliente: 10259935 - Samuel Castro Ferreira | Valor Pago: R$72,00
Cliente: 10260166 - Filipe Castro Costa | Valor Pago: R$33,30
Cliente: 10260206 - Rafael Castro Menezes | Valor Pago: R$82,00
Cliente: 10260321 - Mariana Castro Batista | Valor Pago: R$22,20
Cliente: 10260462 - Cleber Castro Duarte | Valor Pago: R$104,00
Cliente: 10260538 - Ronald Castro Magalh??es | Valor Pago: R$10,00
Cliente: 10260620 - Bruna Castro Camargos | Valor Pago: R$28,00
Cliente: 10260744 - Davi Castro Abreu | Valor Pago: R$16,00
Cliente: 10260957 - Thales Castro Almeida | Valor Pago: R$10,00
Cliente: 10261019 - Victor Castro Sathler | Valor Pago: R$35,00
Cliente: 10261150 - Renan Castro Dias | Valor Pago: R$28,00
Cliente: 10261254 - Renan Castro Velit | Valor Pago: R$10,00
Cliente: 10261443 - Augusto Castro Abreu | Valor Pago: R$56,00
Cliente: 10261634 - Eduardo Castro Carvalho | Valor Pago: R$14,00
Cliente: 10261909 - Joao Castro de Paula | Valor Pago: R$25,90
Cliente: 10262194 - Sinara Castro Camargos | Valor Pago: R$11,10
Cliente: 10262283 - Lucas Castro Gon??alves | Valor Pago: R$14,00
Cliente: 10262407 - Rodrigo Castro Sathler | Valor Pago: R$5,00
Cliente: 10262529 - Igor Castro Ferreira | Valor Pago: R$10,00
Cliente: 10262566 - Cleber Castro Pacheco | Valor Pago: R$28,00
Cliente: 10262595 - Matheus Castro Leite | Valor Pago: R$28,00
Cliente: 10262732 - Rafael Castro Ceolin | Valor Pago: R$10,00
Cliente: 10262912 - Alan Castro Rodrigues | Valor Pago: R$18,50
Cliente: 10262941 - Igor Castro Castilho | Valor Pago: R$14,00
Cliente: 10263068 - Stephanie Castro de Paula | Valor Pago: R$42,00
Cliente: 10263320 - Amanda Castro Fernandes | Valor Pago: R$10,00
Cliente: 10263520 - Filipe Castro Freitas | Valor Pago: R$10,00
Cliente: 10263686 - Nicky Castro Gabriel | Valor Pago: R$14,00
Cliente: 10263862 - Gustavo Castro Velit | Valor Pago: R$104,00
Cliente: 10263978 - Lucas Castro Batista | Valor Pago: R$7,00
Cliente: 10264047 - Stephanie Castro Castro | Valor Pago: R$5,00
Cliente: 10264277 - Rafael Castro Jardim | Valor Pago: R$10,00
Cliente: 10264506 - ??talo Castro Carvalho | Valor Pago: R$29,60
Cliente: 10264767 - Matheus Castro de Paula | Valor Pago: R$48,00
Cliente: 10265049 - Samuel Castro Gon??alves | Valor Pago: R$3,70
Cliente: 10265178 - Victor Castro Bicalho | Valor Pago: R$48,00
Cliente: 10265400 - Victor Castro Massula | Valor Pago: R$5,00
Cliente: 10265568 - Ruver Castro Fernandes | Valor Pago: R$10,00
Cliente: 10265813 - Victor Castro Lourdes | Valor Pago: R$24,00
Cliente: 10266055 - Samuel Castro Benicio | Valor Pago: R$5,00
Cliente: 10266285 - Ian Castro Castilho | Valor Pago: R$0,00
Cliente: 10266357 - Eduardo Castro Araujo | Valor Pago: R$48,10
Cliente: 10266641 - Matheus Castro Rodrigues | Valor Pago: R$42,00
Cliente: 10266731 - Charles Castro Almeida | Valor Pago: R$8,00
Cliente: 10266965 - Augusto Castro Nunes | Valor Pago: R$22,20
Cliente: 10267139 - Victor Castro Abreu | Valor Pago: R$48,00
Cliente: 10267210 - Gustavo Castro Jardim | Valor Pago: R$14,80
Cliente: 10267419 - Bruno Castro Lourdes | Valor Pago: R$10,00
Cliente: 10267670 - Helo??sa Castro Magalh??es | Valor Pago: R$64,00
Cliente: 10267715 - Nicky Castro Jardim | Valor Pago: R$10,00
Cliente: 10267763 - Victor Castro Ceolin | Valor Pago: R$49,00
Cliente: 10267819 - Leonardo Castro Santos | Valor Pago: R$14,80
Cliente: 10267973 - Cleber Castro Baeta | Valor Pago: R$15,00
Cliente: 10268239 - Rodrigo Castro Araujo | Valor Pago: R$0,00
Cliente: 10268402 - Gustavo Castro Freitas | Valor Pago: R$11,10
Cliente: 10268549 - Amanda Castro Pacheco | Valor Pago: R$14,00
Cliente: 10268618 - Leonardo Castro Lourdes | Valor Pago: R$124,00
Cliente: 10268647 - Victor Castro Velit | Valor Pago: R$70,00
Cliente: 10268924 - Felipe Castro Caldeira | Valor Pago: R$70,00
Cliente: 10269103 - Helo??sa Castro de Paula | Valor Pago: R$14,00
Cliente: 10269268 - Leonardo Castro de Paula | Valor Pago: R$0,00
Cliente: 10269474 - Yuske Castro Dias | Valor Pago: R$10,00
Cliente: 10269712 - Thales Castro Berger | Valor Pago: R$10,00
Cliente: 10269827 - Pedro Castro Borges | Valor Pago: R$10,00
Cliente: 10270110 - Joao Castro Freitas | Valor Pago: R$56,00
Cliente: 10270300 - Guilherme Castro Borges | Valor Pago: R$10,00
Cliente: 10270464 - Renan Castro Batista | Valor Pago: R$70,00
Cliente: 10270681 - ??talo Castro Batista | Valor Pago: R$5,00
Cliente: 10270880 - Rodrigo Castro Costa | Valor Pago: R$20,00
Cliente: 10271044 - Vitor Castro Dias | Valor Pago: R$35,00
Cliente: 10271125 - Thales Castro Mattos | Valor Pago: R$18,50
Cliente: 10271335 - Thales Castro Batista | Valor Pago: R$20,00
Cliente: 10271504 - Sinara Castro Duarte | Valor Pago: R$11,10
Cliente: 10271674 - Vitor Castro de Paula | Valor Pago: R$72,00
Cliente: 10271770 - Vitor Castro Castilho | Valor Pago: R$74,00
Cliente: 10272017 - Lucas Castro Konig | Valor Pago: R$18,00
Cliente: 10272159 - Felipe Castro Carvalho | Valor Pago: R$21,00
Cliente: 10272266 - Davidson Castro Borges | Valor Pago: R$148,00
Cliente: 10272350 - Pedro Castro Lanna | Valor Pago: R$22,20
Cliente: 10272593 - Helo??sa Castro Pacheco | Valor Pago: R$21,00
Cliente: 10272791 - Davidson Castro Leite | Valor Pago: R$90,00
Cliente: 10273072 - Gabriel Castro Lanna | Valor Pago: R$0,00
Cliente: 10273276 - Ian Castro Santos | Valor Pago: R$14,00
Cliente: 10273424 - Yuske Castro Costa | Valor Pago: R$10,00
Cliente: 10273509 - Mariana Castro Sathler | Valor Pago: R$108,00
Cliente: 10273539 - Sinara Castro Costa | Valor Pago: R$10,00
Cliente: 10273633 - Vitor Castro Gon??alves | Valor Pago: R$20,00
Cliente: 10273885 - Lucas Castro Jardim | Valor Pago: R$29,60
Cliente: 10274000 - Davi Castro Duarte | Valor Pago: R$40,00
Cliente: 10274153 - Filipe Castro Nunes | Valor Pago: R$42,00
Cliente: 10274230 - Lucas Castro Freitas | Valor Pago: R$10,00
Cliente: 10274440 - Lucas Castro Pacheco | Valor Pago: R$29,60
Cliente: 10274620 - Bruna Castro Baeta | Valor Pago: R$42,00
Cliente: 10274703 - ??talo Castro Borges | Valor Pago: R$20,00
Cliente: 10274798 - Vitor Castro Velit | Valor Pago: R$63,00
Cliente: 10274840 - Nicky Castro Sathler | Valor Pago: R$10,00
Cliente: 10274963 - Samuel Castro Fonseca | Valor Pago: R$72,00
Cliente: 10275150 - Thales Castro Jardim | Valor Pago: R$0,00
Cliente: 10275246 - Yuske Castro Ferreira | Valor Pago: R$5,00
Cliente: 10275307 - Thales Castro Menezes | Valor Pago: R$108,00
Cliente: 10275335 - Thales Castro Camargos | Valor Pago: R$16,00
Cliente: 10275478 - Samuel Castro Caldeira | Valor Pago: R$10,00
Cliente: 10275506 - Yuske Castro Camargos | Valor Pago: R$10,00
Cliente: 10275611 - Alan Castro Lanna | Valor Pago: R$20,00
Cliente: 10275865 - Lu??s Castro Santos | Valor Pago: R$5,00
Cliente: 10275992 - Gustavo Castro Baeta | Valor Pago: R$10,00
Cliente: 10276169 - Ian Castro Pacheco | Valor Pago: R$0,00
Cliente: 10276443 - Gustavo Castro Costa | Valor Pago: R$63,00
Cliente: 10276631 - Arthur Castro Freitas | Valor Pago: R$10,00
Cliente: 10276837 - Matheus Castro Lourdes | Valor Pago: R$10,00
Cliente: 10276860 - Victor Castro Gabriel | Valor Pago: R$5,00
Cliente: 10277111 - ??talo Castro Castilho | Valor Pago: R$10,00
Cliente: 10277345 - Matheus Castro Castilho | Valor Pago: R$24,00
Cliente: 10277397 - Mariana Castro Rodrigues | Valor Pago: R$8,00
Cliente: 10277667 - Hebert Castro Pacheco | Valor Pago: R$25,90
Cliente: 10277841 - Yuske Castro Borges | Valor Pago: R$56,00
Cliente: 10277860 - Eduardo Castro Freitas | Valor Pago: R$5,00
Cliente: 10277968 - Yuske Castro Castilho | Valor Pago: R$63,00
Cliente: 10278015 - Alan Castro Sathler | Valor Pago: R$72,00
Cliente: 10278286 - Lucas Castro Rodrigues | Valor Pago: R$5,00
Cliente: 10278399 - Pedro Castro Ferreira | Valor Pago: R$7,40
Cliente: 10278600 - Yuske Castro Fonseca | Valor Pago: R$10,00
Cliente: 10278720 - Yuske Castro Massula | Valor Pago: R$48,00
Cliente: 10278784 - ??talo Castro de Paula | Valor Pago: R$0,00
Cliente: 10278888 - ??talo Castro Torres | Valor Pago: R$88,00
Cliente: 10279048 - Bruno Castro Fernandes | Valor Pago: R$49,00
Cliente: 10279096 - Augusto Castro Pacheco | Valor Pago: R$0,00
Cliente: 10279199 - Leonardo Castro Ferreira | Valor Pago: R$15,00
Cliente: 10279292 - Ruver Castro Carvalho | Valor Pago: R$88,00
Cliente: 10279364 - Sinara Castro Jardim | Valor Pago: R$35,00
Cliente: 10279505 - Nicky Castro Massula | Valor Pago: R$25,90
Cliente: 10279749 - Lucas Castro Benicio | Valor Pago: R$96,00
Cliente: 10279778 - Thales Castro Duarte | Valor Pago: R$104,00
Cliente: 10279818 - Igor Castro Batista | Valor Pago: R$14,00
Cliente: 10280050 - Filipe Castro Magalh??es | Valor Pago: R$42,00
Cliente: 10280122 - Filipe Castro Camargos | Valor Pago: R$14,00
Cliente: 10280392 - Pedro Castro Magalh??es | Valor Pago: R$10,00
Cliente: 10280509 - Victor Castro Jardim | Valor Pago: R$11,10
Faturamento Total: R$34.836,00
